"Number of Establishments Employing 20 or More Workers that Provided Assistance (ECP Services) by Type of Assistance and Major Industry Group, Philippines: 2017"

"Assist employees in requesting ECP services";"..Human Health and Social Work Activities Except Public Health Activities";142
"Assist employees in requesting ECP services";"..Arts, Entertainment and  Recreation";31
"Assist employees in requesting ECP services";"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";26
"Follow-up employees’ request for ECP services";"ALL INDUSTRIES";3664
"Follow-up employees’ request for ECP services";"..Agriculture, Forestry and Fishing";136
"Follow-up employees’ request for ECP services";"..Mining and Quarrying";29
"Follow-up employees’ request for ECP services";"..Manufacturing";766
"Follow-up employees’ request for ECP services";"..Electricity, Gas, Steam and Air Conditioning Supply";67
"Follow-up employees’ request for ECP services";"..Water Supply; Sewerage, Waste Management and Remediation Activities";23
"Follow-up employees’ request for ECP services";"..Construction";140
"Follow-up employees’ request for ECP services";"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";829
"Follow-up employees’ request for ECP services";"..Transportation and Storage";109
"Follow-up employees’ request for ECP services";"..Accommodation and Food Service Activities";456
"Follow-up employees’ request for ECP services";"..Information and Communication";58
"Follow-up employees’ request for ECP services";"..Financial and Insurance Activities";177
"Follow-up employees’ request for ECP services";"..Real Estate Activities";46
"Follow-up employees’ request for ECP services";"..Professional, Scientific and Technical Activities";68
"Follow-up employees’ request for ECP services";"..Administrative and Support Service Activities";251
"Follow-up employees’ request for ECP services";"..Education Except Public Education";361
"Follow-up employees’ request for ECP services";"..Human Health and Social Work Activities Except Public Health Activities";111
"Follow-up employees’ request for ECP services";"..Arts, Entertainment and  Recreation";18
"Follow-up employees’ request for ECP services";"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";18
"Others";"ALL INDUSTRIES";37
"Others";"..Agriculture, Forestry and Fishing";5
"Others";"..Mining and Quarrying";..
"Others";"..Manufacturing";8
"Others";"..Electricity, Gas, Steam and Air Conditioning Supply";3
"Others";"..Water Supply; Sewerage, Waste Management and Remediation Activities";..
"Others";"..Construction";..
"Others";"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";..
"Others";"..Transportation and Storage";5
"Others";"..Accommodation and Food Service Activities";..
"Others";"..Information and Communication";..
"Others";"..Financial and Insurance Activities";1
"Others";"..Real Estate Activities";..
"Others";"..Professional, Scientific and Technical Activities";..
"Others";"..Administrative and Support Service Activities";8
"Others";"..Education Except Public Education";7
"Others";"..Human Health and Social Work Activities Except Public Health Activities";..
"Others";"..Arts, Entertainment and  Recreation";..
"Others";"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";..
